id,Exercise Name,Muscle Group,Equipment,Difficulty,Exercise_Type,Combined_Text,Exercise_URL,Video_URL,description
1042,Machine 45 Degree Calf Raise,"calves, gastrocnemius",machine,Beginner,Muscle Building,"1
Adjust the machine in accordance with your height and sit.
2
The balls of your feet should be supporting your weight on the calve block, your heels extended off of it.
3
Extend your heels upwards while keeping your knees stationary, and pause at the contracted position.
4
Slowly return to the starting position. Repeat.



Calves Exercise, Leg Exercise, Calves",https://musclewiki.com/machine/male/calves/machine-45-degree-calf-raise/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-45-degree-calf-raise-side.mp4#t=0.1,"The 'Machine 45 Degree Calf Raise' is a 'Beginner' level 'Muscle Building' exercise that targets the 'calves, gastrocnemius' and requires 'machine'. Instructions and tips: 1.Adjust the machine in accordance with your height and sit..2.The balls of your feet should be supporting your weight on the calve block, your heels extended off of it..3.Extend your heels upwards while keeping your knees stationary, and pause at the contracted position..4.Slowly return to the starting position. Repeat..Calves Exercise, Leg Exercise, Calves"
1043,Machine Assisted Chin Up,"biceps, lats",machine,Beginner,Muscle Building,"1
Adjust weight for assistance. Stand on platform, grip handles above shoulder-width. Knees on pad if available.
2
Slowly pull up until chin is above the bar. Keep elbows close, core engaged.
3
Lower back with control. Pause at bottom. Repeat for reps.



Lats Exercise",https://musclewiki.com/machine/male/biceps/machine-assisted-chin-up/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-assisted-chin-up-front.mp4#t=0.1,"The 'Machine Assisted Chin Up' is a 'Beginner' level 'Muscle Building' exercise that targets the 'biceps, lats' and requires 'machine'. Instructions and tips: 1.Adjust weight for assistance. Stand on platform, grip handles above shoulder-width. Knees on pad if available..2.Slowly pull up until chin is above the bar. Keep elbows close, core engaged..3.Lower back with control. Pause at bottom. Repeat for reps..Lats Exercise"
1044,Machine Assisted Narrow Pull Up,"biceps, lats",machine,Beginner,Muscle Building,"1
Adjust weight for assistance. Stand on platform, grip handles above shoulder-width. Knees on pad if available.
2
Slowly pull up until chin is above the bar. Keep elbows close, core engaged.
3
Lower back with control. Pause at bottom. Repeat for reps.



Lats Exercise",https://musclewiki.com/machine/male/biceps/machine-assisted-narrow-pull-up/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-assisted-narrow-pull-up-front.mp4#t=0.1,"The 'Machine Assisted Narrow Pull Up' is a 'Beginner' level 'Muscle Building' exercise that targets the 'biceps, lats' and requires 'machine'. Instructions and tips: 1.Adjust weight for assistance. Stand on platform, grip handles above shoulder-width. Knees on pad if available..2.Slowly pull up until chin is above the bar. Keep elbows close, core engaged..3.Lower back with control. Pause at bottom. Repeat for reps..Lats Exercise"
1045,Machine Assisted Neutral Chin Up,"biceps, lats",machine,Beginner,Muscle Building,"1
Adjust weight for assistance. Stand on platform, grip handles above shoulder-width. Knees on pad if available.
2
Slowly pull up until chin is above the bar. Keep elbows close, core engaged.
3
Lower back with control. Pause at bottom. Repeat for reps.



Lats Exercise",https://musclewiki.com/machine/male/biceps/machine-assisted-neutral-chin-up/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-assisted-neutral-chin-up-side.mp4#t=0.1,"The 'Machine Assisted Neutral Chin Up' is a 'Beginner' level 'Muscle Building' exercise that targets the 'biceps, lats' and requires 'machine'. Instructions and tips: 1.Adjust weight for assistance. Stand on platform, grip handles above shoulder-width. Knees on pad if available..2.Slowly pull up until chin is above the bar. Keep elbows close, core engaged..3.Lower back with control. Pause at bottom. Repeat for reps..Lats Exercise"
1046,Machine Assisted Parallel Bar Dips,"chest, triceps",machine,Beginner,Muscle Building,"1
Grip bars with arms straight, shoulders above hands. Place knees on pad.
2
Lower slowly until elbows are at 90 degrees.
3
Push back up to start position, extending arms fully.



Pec Exercise, Chest Exercise, Pecs",https://musclewiki.com/machine/male/triceps/machine-assisted-parallel-bar-dips/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-assisted-parralel-bar-dips-front.mp4#t=0.1,"The 'Machine Assisted Parallel Bar Dips' is a 'Beginner' level 'Muscle Building' exercise that targets the 'chest, triceps' and requires 'machine'. Instructions and tips: 1.Grip bars with arms straight, shoulders above hands. Place knees on pad..2.Lower slowly until elbows are at 90 degrees..3.Push back up to start position, extending arms fully..Pec Exercise, Chest Exercise, Pecs"
1047,Machine Assisted Pull Up,"biceps, lats",machine,Beginner,Muscle Building,"1
Adjust weight for assistance. Stand on platform, grip handles above shoulder-width. Knees on pad if available.
2
Slowly pull up until chin is above the bar. Keep elbows close, core engaged.
3
Lower back with control. Pause at bottom. Repeat for reps.



Lats Exercise",https://musclewiki.com/machine/male/biceps/machine-assisted-pull-up/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-assisted-pull-up-side.mp4#t=0.1,"The 'Machine Assisted Pull Up' is a 'Beginner' level 'Muscle Building' exercise that targets the 'biceps, lats' and requires 'machine'. Instructions and tips: 1.Adjust weight for assistance. Stand on platform, grip handles above shoulder-width. Knees on pad if available..2.Slowly pull up until chin is above the bar. Keep elbows close, core engaged..3.Lower back with control. Pause at bottom. Repeat for reps..Lats Exercise"
1048,Machine Belt Squat,"quads, glutes",machine,Beginner,Muscle Building,"1
Put the belt around your waist and hook the end of the belt onto the machines.
2
Stand up to disengage the holding mechanism. Hold the arms while you squat.
3
Once you've completed your set, reset the holding mechanism.



Butt Exercise, Glutes Exercise, Leg Exercise, Quad Exercise, Glute Exercise, Quads Exercise",https://musclewiki.com/machine/male/glutes/machine-belt-squat/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-belt-squat-front.mp4#t=0.1,"The 'Machine Belt Squat' is a 'Beginner' level 'Muscle Building' exercise that targets the 'quads, glutes' and requires 'machine'. Instructions and tips: 1.Put the belt around your waist and hook the end of the belt onto the machines..2.Stand up to disengage the holding mechanism. Hold the arms while you squat..3.Once you've completed your set, reset the holding mechanism..Butt Exercise, Glutes Exercise, Leg Exercise, Quad Exercise, Glute Exercise, Quads Exercise"
1049,Machine Bent Arm Pec Fly,chest,machine,Beginner,Muscle Building,"1
Adjust seat height so handles align with chest. Put your elbows on the pads.
2
Slowly bring pads together in front, keeping tension. Focus on squeezing chest muscles.
3
Return pads to starting position with controlled motion. Keep chest up throughout. Repeat for reps.



Pec Exercise, Chest Exercise, Pecs",https://musclewiki.com/machine/male/chest/machine-bent-arm-pec-fly/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-bent-arm-pec-fly-front.mp4#t=0.1,"The 'Machine Bent Arm Pec Fly' is a 'Beginner' level 'Muscle Building' exercise that targets the 'chest' and requires 'machine'. Instructions and tips: 1.Adjust seat height so handles align with chest. Put your elbows on the pads..2.Slowly bring pads together in front, keeping tension. Focus on squeezing chest muscles..3.Return pads to starting position with controlled motion. Keep chest up throughout. Repeat for reps..Pec Exercise, Chest Exercise, Pecs"
1050,Machine Bicep Curl,biceps,machine,Beginner,Muscle Building,"1
Adjust the seat to fit your height and place your elbows on the elbow pad.
2
Grab the handles and flex your elbows.



Biceps Exercise, Bicep Exercise, Arm Exercise",https://musclewiki.com/machine/male/biceps/machine-bicep-curl/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-bicep-curl-front.mp4#t=0.1,"The 'Machine Bicep Curl' is a 'Beginner' level 'Muscle Building' exercise that targets the 'biceps' and requires 'machine'. Instructions and tips: 1.Adjust the seat to fit your height and place your elbows on the elbow pad..2.Grab the handles and flex your elbows..Biceps Exercise, Bicep Exercise, Arm Exercise"
1051,Machine Cable V Bar Push Downs,triceps,machine,Beginner,Muscle Building,"1
Grip the pulley bar with palms facing down at shoulder width.
2
Stand straight with a small forward incline. Keep your upper arms close to your body, and slowly bring the pulley bar down until your arms are fully extended.
3
Pause when you are at the contracted position of the motion, then slowly raise the pulley bar back to the starting point.



How to do Machine Cable V Bar Push Downs, beginner Machine exercise, Tricep Exercise, Triceps Exercise, Arm Exercise, How To Do A Machine Cable V Bar Push Downs",https://musclewiki.com/machine/male/triceps/machine-cable-v-bar-push-downs/,https://media.musclewiki.com/media/uploads/videos/branded/male-cable-push-downs-front.mp4#t=0.1,"The 'Machine Cable V Bar Push Downs' is a 'Beginner' level 'Muscle Building' exercise that targets the 'triceps' and requires 'machine'. Instructions and tips: 1.Grip the pulley bar with palms facing down at shoulder width..2.Stand straight with a small forward incline. Keep your upper arms close to your body, and slowly bring the pulley bar down until your arms are fully extended..3.Pause when you are at the contracted position of the motion, then slowly raise the pulley bar back to the starting point..How to do Machine Cable V Bar Push Downs, beginner Machine exercise, Tricep Exercise, Triceps Exercise, Arm Exercise, How To Do A Machine Cable V Bar Push Downs"
1052,Machine Chest Press,"chest, triceps",machine,Beginner,Muscle Building,"1
Sit on the machine and grab the handles with an overhand grip.
2
Adjust the machine to get the longest range of motion possible.
3
Press until your elbows are not extended but not hyperextended.



Pec Exercise, Chest Exercise, Pecs",https://musclewiki.com/machine/male/triceps/machine-chest-press/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-chest-press-side.mp4#t=0.1,"The 'Machine Chest Press' is a 'Beginner' level 'Muscle Building' exercise that targets the 'chest, triceps' and requires 'machine'. Instructions and tips: 1.Sit on the machine and grab the handles with an overhand grip..2.Adjust the machine to get the longest range of motion possible..3.Press until your elbows are not extended but not hyperextended..Pec Exercise, Chest Exercise, Pecs"
1053,Machine Crunch,abdominals,machine,Beginner,Muscle Building,"1
Place your feet under the foot pads and grab the handles with your hands.
2
Flex your spine and bring your upper and lower body together.



Abdominals Exercise, Abdominal Exercise, Abs, Abs Exercise",https://musclewiki.com/machine/male/abdominals/machine-crunch/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-crunch-front.mp4#t=0.1,"The 'Machine Crunch' is a 'Beginner' level 'Muscle Building' exercise that targets the 'abdominals' and requires 'machine'. Instructions and tips: 1.Place your feet under the foot pads and grab the handles with your hands..2.Flex your spine and bring your upper and lower body together..Abdominals Exercise, Abdominal Exercise, Abs, Abs Exercise"
1054,Machine Dips,"chest, triceps",machine,Beginner,Muscle Building,"1
Sit on the machine and grab the handles.
2
Press the handles down until your elbows are nearly extended.



Pec Exercise, Chest Exercise, Pecs",https://musclewiki.com/machine/male/triceps/machine-dips/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-dips-front.mp4#t=0.1,"The 'Machine Dips' is a 'Beginner' level 'Muscle Building' exercise that targets the 'chest, triceps' and requires 'machine'. Instructions and tips: 1.Sit on the machine and grab the handles..2.Press the handles down until your elbows are nearly extended..Pec Exercise, Chest Exercise, Pecs"
1055,Machine Donkey Calf Raise,calves,machine,Beginner,Muscle Building,"1
Adjust the machine to fit your height. Place your elbows on the pad, grab the handles. The vertical pad should be resting on your lower back.
2
Raise your heels toward the ceiling.



Calves Exercise, Leg Exercise, Calves",https://musclewiki.com/machine/male/calves/machine-donkey-calf-raise/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-donkey-calf-raise-front.mp4#t=0.1,"The 'Machine Donkey Calf Raise' is a 'Beginner' level 'Muscle Building' exercise that targets the 'calves' and requires 'machine'. Instructions and tips: 1.Adjust the machine to fit your height. Place your elbows on the pad, grab the handles. The vertical pad should be resting on your lower back..2.Raise your heels toward the ceiling..Calves Exercise, Leg Exercise, Calves"
1056,Machine Glute Kickback,"glutes, gluteus-maximus",machine,Beginner,Muscle Building,"1
Grab the handles, place one knee on the pad, and the foot of the working leg on the foot plate.
2
Push your working leg back until you feel your glute contract, then return to the starting position without resting the weights.



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/machine/male/glutes/machine-glute-kickback/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-glute-kickback-front.mp4#t=0.1,"The 'Machine Glute Kickback' is a 'Beginner' level 'Muscle Building' exercise that targets the 'glutes, gluteus-maximus' and requires 'machine'. Instructions and tips: 1.Grab the handles, place one knee on the pad, and the foot of the working leg on the foot plate..2.Push your working leg back until you feel your glute contract, then return to the starting position without resting the weights..Glutes Exercise, Butt Exercise, Glute Exercise"
1057,Machine Goblet Sissy Squat,"quads, rectus-femoris",machine,Intermediate,Muscle Building,"1
Place the sissy squat pad just behind the knees and the front pad all the way up against your ankles.
2
Hold a dumbbell in a goblet position.
3
Sit straight back into a squat. Then push your calves into the back of the pad and extend your knees back to the original position.



Quads Exercise, Leg Exercise, Quad Exercise, Rectus Femoris Exercise",https://musclewiki.com/machine/male/quads/machine-goblet-sissy-squat/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-goblet-sissy-squat-side.mp4#t=0.1,"The 'Machine Goblet Sissy Squat' is a 'Intermediate' level 'Muscle Building' exercise that targets the 'quads, rectus-femoris' and requires 'machine'. Instructions and tips: 1.Place the sissy squat pad just behind the knees and the front pad all the way up against your ankles..2.Hold a dumbbell in a goblet position..3.Sit straight back into a squat. Then push your calves into the back of the pad and extend your knees back to the original position..Quads Exercise, Leg Exercise, Quad Exercise, Rectus Femoris Exercise"
1058,Machine Hack Squat,"quads, glutes",machine,Beginner,Muscle Building,"1
Position yourself in the hack squat machine with your back against the pad and shoulders under the shoulder pads.
2
Place feet shoulder-width apart on the platform. Keep your back straight, and slowly lower into a squat position.
3
Press through your heels to return to the starting position, keeping your core engaged. Repeat for desired reps and sets.



Butt Exercise, Glutes Exercise, Leg Exercise, Quad Exercise, Glute Exercise, Quads Exercise",https://musclewiki.com/machine/male/glutes/machine-hack-squat/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-hack-squat-side.mp4#t=0.1,"The 'Machine Hack Squat' is a 'Beginner' level 'Muscle Building' exercise that targets the 'quads, glutes' and requires 'machine'. Instructions and tips: 1.Position yourself in the hack squat machine with your back against the pad and shoulders under the shoulder pads..2.Place feet shoulder-width apart on the platform. Keep your back straight, and slowly lower into a squat position..3.Press through your heels to return to the starting position, keeping your core engaged. Repeat for desired reps and sets..Butt Exercise, Glutes Exercise, Leg Exercise, Quad Exercise, Glute Exercise, Quads Exercise"
1059,Machine Hamstring Curl,"hamstrings, medial-hamstrings",machine,Beginner,Muscle Building,"1
Lay down on the machine, placing your legs beneath the padded lever. Position your legs so that the padded lever is below your calve muscles.
2
Support yourself by grabbing the side handles of the machine, and slowly raise the weight with your legs, toes pointed straight.
3
Pause at the apex of the motion, then slowly return to starting position.



Hamstrings Exercise, How to do Machine Hamstring Curl, Leg Exercise, beginner Machine exercise, Hamstring Exercise, How To Do A Machine Hamstring Curl",https://musclewiki.com/machine/male/hamstrings/machine-hamstring-curl/,https://media.musclewiki.com/media/uploads/videos/branded/male-machine-hamstring-curl-front.mp4#t=0.1,"The 'Machine Hamstring Curl' is a 'Beginner' level 'Muscle Building' exercise that targets the 'hamstrings, medial-hamstrings' and requires 'machine'. Instructions and tips: 1.Lay down on the machine, placing your legs beneath the padded lever. Position your legs so that the padded lever is below your calve muscles..2.Support yourself by grabbing the side handles of the machine, and slowly raise the weight with your legs, toes pointed straight..3.Pause at the apex of the motion, then slowly return to starting position..Hamstrings Exercise, How to do Machine Hamstring Curl, Leg Exercise, beginner Machine exercise, Hamstring Exercise, How To Do A Machine Hamstring Curl"
1060,Machine Hip Abduction,"glutes, gluteus-medius",machine,Beginner,Muscle Building,"1
Adjust machine settings to fit your height. Sit with back flat against pad, legs together.
2
Slowly press legs apart against resistance. Pause at peak.
3
Slowly return legs to starting position. Repeat for desired reps.



Glutes Exercise, Butt Exercise, Gluteus Medius Exercise, Glute Exercise",https://musclewiki.com/machine/male/glutes/machine-hip-abduction/,https://placehold.co/640x360/png?text=No+Video+Available,"The 'Machine Hip Abduction' is a 'Beginner' level 'Muscle Building' exercise that targets the 'glutes, gluteus-medius' and requires 'machine'. Instructions and tips: 1.Adjust machine settings to fit your height. Sit with back flat against pad, legs together..2.Slowly press legs apart against resistance. Pause at peak..3.Slowly return legs to starting position. Repeat for desired reps..Glutes Exercise, Butt Exercise, Gluteus Medius Exercise, Glute Exercise"
1061,Machine Hip Adduction,inner-thigh,machine,Beginner,Muscle Building,"1
Sit in the machine with your legs apart, pads against your outer thighs. Adjust the seat and pad position comfortably.
2
Slowly squeeze your legs together, focusing on using your inner thigh muscles. Pause when the pads are close together.
3
Slowly return to the starting position, maintaining control. Avoid letting the weights slam. Repeat for desired reps and sets.



Quads Exercise, Inner Thigh Exercise, Leg Exercise, Quad Exercise",https://musclewiki.com/machine/male/inner-thigh/machine-hip-adduction/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-hip-adduction-front.mp4#t=0.1,"The 'Machine Hip Adduction' is a 'Beginner' level 'Muscle Building' exercise that targets the 'inner-thigh' and requires 'machine'. Instructions and tips: 1.Sit in the machine with your legs apart, pads against your outer thighs. Adjust the seat and pad position comfortably..2.Slowly squeeze your legs together, focusing on using your inner thigh muscles. Pause when the pads are close together..3.Slowly return to the starting position, maintaining control. Avoid letting the weights slam. Repeat for desired reps and sets..Quads Exercise, Inner Thigh Exercise, Leg Exercise, Quad Exercise"
1062,Machine Hip And Glute Abduction,"glutes, gluteus-medius",machine,Beginner,Muscle Building,"1
Stand on the platform and set the pad just over the opposing hip of the working leg.
2
Place the working leg over the pad.
3
Press your leg outward. Aim to get the longest range of motion possible.



Glutes Exercise, Butt Exercise, Gluteus Medius Exercise, Glute Exercise",https://musclewiki.com/machine/male/glutes/machine-hip-and-glute-abduction/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-hip-and-glute-abduction-side.mp4#t=0.1,"The 'Machine Hip And Glute Abduction' is a 'Beginner' level 'Muscle Building' exercise that targets the 'glutes, gluteus-medius' and requires 'machine'. Instructions and tips: 1.Stand on the platform and set the pad just over the opposing hip of the working leg..2.Place the working leg over the pad..3.Press your leg outward. Aim to get the longest range of motion possible..Glutes Exercise, Butt Exercise, Gluteus Medius Exercise, Glute Exercise"
1063,Machine Hip And Glute Adduction,inner-thigh,machine,Beginner,Muscle Building,"1
Stand on the platform and set the pad just over the hip of the working leg.
2
Place the working leg over the pad.
3
Press your leg inward. Aim to get the longest range of motion possible.



Quads Exercise, Inner Thigh Exercise, Leg Exercise, Quad Exercise",https://musclewiki.com/machine/male/inner-thigh/machine-hip-and-glute-adduction/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-hip-and-glute-adduction-side.mp4#t=0.1,"The 'Machine Hip And Glute Adduction' is a 'Beginner' level 'Muscle Building' exercise that targets the 'inner-thigh' and requires 'machine'. Instructions and tips: 1.Stand on the platform and set the pad just over the hip of the working leg..2.Place the working leg over the pad..3.Press your leg inward. Aim to get the longest range of motion possible..Quads Exercise, Inner Thigh Exercise, Leg Exercise, Quad Exercise"
1064,Machine Hip And Glute Kickback,glutes,machine,Beginner,Muscle Building,"1
Stand on the platform and sideways on the machine.
2
Place the pad at just above hip height. Place the working leg over the pad.
3
Extend the working leg backwards and flex your glute at the end of each rep.



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/machine/male/glutes/machine-hip-and-glute-kickback/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-hip-and-glute-kickback-front.mp4#t=0.1,"The 'Machine Hip And Glute Kickback' is a 'Beginner' level 'Muscle Building' exercise that targets the 'glutes' and requires 'machine'. Instructions and tips: 1.Stand on the platform and sideways on the machine..2.Place the pad at just above hip height. Place the working leg over the pad..3.Extend the working leg backwards and flex your glute at the end of each rep..Glutes Exercise, Butt Exercise, Glute Exercise"
1065,Machine Hip Thrust,glutes,machine,Beginner,Muscle Building,"1
Adjust the machine for your height, sit with your back against the pad, knees bent, feet flat on the platform.
2
Brace your core, push through your heels, and extend your hips upwards, lifting the weight while squeezing your glutes.
3
Lower the weight slowly back to the starting position, ensuring controlled movement; repeat for desired reps and sets.



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/machine/male/glutes/machine-hip-thrust/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-hip-thrust-side.mp4#t=0.1,"The 'Machine Hip Thrust' is a 'Beginner' level 'Muscle Building' exercise that targets the 'glutes' and requires 'machine'. Instructions and tips: 1.Adjust the machine for your height, sit with your back against the pad, knees bent, feet flat on the platform..2.Brace your core, push through your heels, and extend your hips upwards, lifting the weight while squeezing your glutes..3.Lower the weight slowly back to the starting position, ensuring controlled movement; repeat for desired reps and sets..Glutes Exercise, Butt Exercise, Glute Exercise"
1066,Machine Horizontal Leg Press,"quads, glutes",machine,Beginner,Muscle Building,"1
Place your legs on the platform with your feet at shoulder width.
2
Release the weight and extend your legs fully, without locking your knees.
3
Lower the weight until your legs are at a 90° angle (but DO NOT allow your butt and lower back to rise off of the pad. This will put your lower back in a rounded position, which is very dangerous.)
4
Raise the weight back to starting position.



Quad Exercise, Leg Exercise, Glutes Exercise, Glute Exercise, Butt Exercise, Quads Exercise",https://musclewiki.com/machine/male/glutes/machine-horizontal-leg-press/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-horizontal-leg-press-side.mp4#t=0.1,"The 'Machine Horizontal Leg Press' is a 'Beginner' level 'Muscle Building' exercise that targets the 'quads, glutes' and requires 'machine'. Instructions and tips: 1.Place your legs on the platform with your feet at shoulder width..2.Release the weight and extend your legs fully, without locking your knees..3.Lower the weight until your legs are at a 90° angle (but DO NOT allow your butt and lower back to rise off of the pad. This will put your lower back in a rounded position, which is very dangerous.).4.Raise the weight back to starting position..Quad Exercise, Leg Exercise, Glutes Exercise, Glute Exercise, Butt Exercise, Quads Exercise"
1067,Machine Horizontal Leg Press Calf Jump,calves,machine,Beginner,Cardio,"1
Start with your feet shoulder-width apart and your knees slightly bent.
2
Shift your weight onto the balls of your feet and raise stay flat footed. Using your calf muscles, mimic a jumping motion but don't leave the platform.
3
Explode onto your toes and hold for a second.



Calves, Leg Exercise, Calves Exercise",https://musclewiki.com/machine/male/calves/machine-horizontal-leg-press-calf-jump/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-horizontal-leg-press-calf-jump-front.mp4#t=0.1,"The 'Machine Horizontal Leg Press Calf Jump' is a 'Beginner' level 'Cardio' exercise that targets the 'calves' and requires 'machine'. Instructions and tips: 1.Start with your feet shoulder-width apart and your knees slightly bent..2.Shift your weight onto the balls of your feet and raise stay flat footed. Using your calf muscles, mimic a jumping motion but don't leave the platform..3.Explode onto your toes and hold for a second..Calves, Leg Exercise, Calves Exercise"
1068,Machine Horizontal Leg Press Calf Raise,"calves, gastrocnemius",machine,Beginner,Muscle Building,"1
Adjust the machine in accordance with your height.
2
The balls of your feet should be supporting your weight on the bottom of the platform, your heels extending off of it.
3
Extend your heels upwards while keeping your knees stationary, and pause at the contracted position.
4
Slowly return to the starting position. Repeat.



Calves, Leg Exercise, Calves Exercise",https://musclewiki.com/machine/male/calves/machine-horizontal-leg-press-calf-raise/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-horizontal-leg-press-calf-raise-side.mp4#t=0.1,"The 'Machine Horizontal Leg Press Calf Raise' is a 'Beginner' level 'Muscle Building' exercise that targets the 'calves, gastrocnemius' and requires 'machine'. Instructions and tips: 1.Adjust the machine in accordance with your height..2.The balls of your feet should be supporting your weight on the bottom of the platform, your heels extending off of it..3.Extend your heels upwards while keeping your knees stationary, and pause at the contracted position..4.Slowly return to the starting position. Repeat..Calves, Leg Exercise, Calves Exercise"
1069,Machine Horizontal Sissy Leg Press,"quads, glutes",machine,Intermediate,Muscle Building,"1
Place your feet at the bottom the platform at shoulder width. Lift your heels up.
2
Press against the platform and extend your legs fully, without locking your knees.
3
Lower the weight until your legs are at a 90° angle (but DO NOT allow your butt and lower back to rise off of the pad. This will put your lower back in a rounded position, which is very dangerous.)
4
Raise the weight back to starting position.



Butt Exercise, Glutes Exercise, Leg Exercise, Quad Exercise, Glute Exercise, Quads Exercise",https://musclewiki.com/machine/male/glutes/machine-horizontal-sissy-leg-press/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-horizontal-sissy-leg-press-side.mp4#t=0.1,"The 'Machine Horizontal Sissy Leg Press' is a 'Intermediate' level 'Muscle Building' exercise that targets the 'quads, glutes' and requires 'machine'. Instructions and tips: 1.Place your feet at the bottom the platform at shoulder width. Lift your heels up..2.Press against the platform and extend your legs fully, without locking your knees..3.Lower the weight until your legs are at a 90° angle (but DO NOT allow your butt and lower back to rise off of the pad. This will put your lower back in a rounded position, which is very dangerous.).4.Raise the weight back to starting position..Butt Exercise, Glutes Exercise, Leg Exercise, Quad Exercise, Glute Exercise, Quads Exercise"
1070,Machine Leg Extension,quads,machine,Beginner,Muscle Building,"1
Sit on the machine with your back against the cushion and adjust the machine you are using so that your knees are at a 90 degree angle at the starting position.
2
Raise the weight by extending your knees outward, then lower your leg to the starting position. Both movements should be done in a slow, controlled motion.



Quad Exercise, Leg Exercise, intermediate Machine exercise, How to do Machine Leg Extension, Quads Exercise, How To Do A Machine Leg Extension",https://musclewiki.com/machine/male/quads/machine-leg-extension/,https://media.musclewiki.com/media/uploads/videos/branded/male-machine-leg-extension-front.mp4#t=0.1,"The 'Machine Leg Extension' is a 'Beginner' level 'Muscle Building' exercise that targets the 'quads' and requires 'machine'. Instructions and tips: 1.Sit on the machine with your back against the cushion and adjust the machine you are using so that your knees are at a 90 degree angle at the starting position..2.Raise the weight by extending your knees outward, then lower your leg to the starting position. Both movements should be done in a slow, controlled motion..Quad Exercise, Leg Exercise, intermediate Machine exercise, How to do Machine Leg Extension, Quads Exercise, How To Do A Machine Leg Extension"
1071,Machine Leg Press,"quads, glutes",machine,Beginner,Muscle Building,"1
Place your legs on the platform with your feet at shoulder width.
2
Release the weight and extend your legs fully, without locking your knees.
3
Lower the weight until your legs are at a 90° angle (but DO NOT allow your butt and lower back to rise off of the pad. This will put your lower back in a rounded position, which is very dangerous.)
4
Raise the weight back to starting position.



Quad Exercise, Leg Exercise, intermediate Machine exercise, Glutes Exercise, Glute Exercise, Butt Exercise, Quads Exercise, How to do Machine Leg Press, How To Do A Machine Leg Press",https://musclewiki.com/machine/male/glutes/machine-leg-press/,https://media.musclewiki.com/media/uploads/videos/branded/male-machine-leg-press-front.mp4#t=0.1,"The 'Machine Leg Press' is a 'Beginner' level 'Muscle Building' exercise that targets the 'quads, glutes' and requires 'machine'. Instructions and tips: 1.Place your legs on the platform with your feet at shoulder width..2.Release the weight and extend your legs fully, without locking your knees..3.Lower the weight until your legs are at a 90° angle (but DO NOT allow your butt and lower back to rise off of the pad. This will put your lower back in a rounded position, which is very dangerous.).4.Raise the weight back to starting position..Quad Exercise, Leg Exercise, intermediate Machine exercise, Glutes Exercise, Glute Exercise, Butt Exercise, Quads Exercise, How to do Machine Leg Press, How To Do A Machine Leg Press"
1072,Machine Neutral Row,lats,machine,Beginner,Muscle Building,"1
Sit on the machine, feet flat, and grab the handles with palms facing each other, keeping your back straight.
2
Pull handles towards your lower abdomen, squeezing your shoulder blades together. Keep elbows close to your body.
3
Slowly return to the starting position, fully extending your arms without locking elbows. Repeat for desired reps.



Lats Exercise",https://musclewiki.com/machine/male/lats/machine-neutral-row/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-neutral-row-front.mp4#t=0.1,"The 'Machine Neutral Row' is a 'Beginner' level 'Muscle Building' exercise that targets the 'lats' and requires 'machine'. Instructions and tips: 1.Sit on the machine, feet flat, and grab the handles with palms facing each other, keeping your back straight..2.Pull handles towards your lower abdomen, squeezing your shoulder blades together. Keep elbows close to your body..3.Slowly return to the starting position, fully extending your arms without locking elbows. Repeat for desired reps..Lats Exercise"
