Exercise Name,Muscle Group,Equipment,Difficulty,Exercise_Type,Combined_Text,Exercise_URL,Video_URL
Seated Ulnar Nerve Tensioner,"biceps, shoulders",unknown,Novice,Muscle Building,"1
Abduct your arm at 90° palm facing down.
2
Bend your elbow and wrist to bring the palm to face the ceiling while leaning the head towards the opposite shoulder.
3
Find the position of maximum tension (without pain) and hold.
4
To increase the stretch, press the palm against the face and try to point the elbow up.



Biceps Exercise, Bicep Exercise, Arm Exercise",https://musclewiki.com/recovery/male/shoulders/seated-ulnar-nerve-tensioner/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-ulnar-nerve-tensioner-mobility-seated-front.mp4#t=0.1
Seated Upper Trap And Suprispinatus Stretch,traps,unknown,Novice,Stretching,"1
Sit on the back of your palm.
2
Straighten the back and pull the shoulders back.
3
Lean your head to the opposite side.



Traps Exercise, Trapezius Exercise",https://musclewiki.com/recovery/male/traps/seated-upper-trap-and-suprispinatus-stretch/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-upper-trap-and-suprispinatus-stretch-seated-side.mp4#t=0.1
Seated Wrist Extensor Stretch,"forearms, wrist-extensors",unknown,Beginner,Stretching,"1
Raise one arm keeping your shoulder relaxed.
2
Hold the back of your palm with the other hand and passively flex the wrist.
3
You should feel a stretch on the top part of your arm.



Forearms Exercise, Wrist Extensors Exercise, Forearm Exercise",https://musclewiki.com/recovery/male/forearms/wrist-extensor-stretch-seated/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-wrist-extensor-stretch-seated-front.mp4#t=0.1
Seated Wrist Flexor Stretch,"forearms, wrist-flexors",unknown,Beginner,Stretching,"1
Bring one arm in front of you palm facing up, elbow straight and shoulder relaxed.
2
With your other hand hold onto the palm and force it into passive extension.
3
This will stretch your wrist flexors.



Forearm Exercise, Wrist Flexors Exercise, Forearms Exercise",https://musclewiki.com/recovery/male/forearms/wrist-flexor-stretch-seated/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-wrist-flexor-stretch-seated-front.mp4#t=0.1
Serratus Activation Active Plank,"chest, abdominals",bodyweight,Novice,Muscle Building,"1
Support your weight on your forearms and toes (plank).
2
Allow your upper back to sink in between the shoulder blades.
3
Push your elbows into the ground and slightly forward, and move the shoulder blades away from the spine.



Pec Exercise, Pecs, Abs, Abdominals Exercise, Chest Exercise, Abdominal Exercise, Abs Exercise",https://musclewiki.com/recovery/male/abdominals/serratus-activation-active-plank/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-seratus-activation-3-plank-active-side.mp4#t=0.1
Serratus Activation Cross Punch,"chest, shoulders",unknown,Novice,Muscle Building,"1
Lie on your back with your knees bent and the feet flat on the floor.
2
Hold a dumbbell over your shoulder with a straight arm.
3
Form the sign of the cross adding a protraction (punch) on every end of the cross, including the middle position.



Pec Exercise, Chest Exercise, Pecs",https://musclewiki.com/recovery/male/shoulders/serratus-activation-cross-punch/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-seratus-activation-cross-punch-supine-front.mp4#t=0.1
Serratus Activation Plank,"chest, shoulders",bodyweight,Novice,Muscle Building,"1
Support your weight on your forearms and toes (plank).
2
Allow your upper back to sink in between the shoulder blades.
3
Push your elbows into the ground and slightly forward, and move the shoulder blades away from the spine.



Pec Exercise, Chest Exercise, Pecs",https://musclewiki.com/recovery/male/shoulders/serratus-activation-plank/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-seratus-activation-1-plank-isometric-side.mp4#t=0.1
Shoulder Abduction Stretch,shoulders,machine,Novice,Stretching,"1
Stand sideways to a wall.
2
Raise the arm that is on the side of the wall and place the blade of the palm against the wall.
3
Slide your arm up over your head and step in towards the wall to increase the stretch.



",https://musclewiki.com/recovery/male/shoulders/shoulder-abduction-stretch/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-shoulder-abduction-stretch-standing-front.mp4#t=0.1
Shoulder External Internal Rotation,shoulders,unknown,Novice,Muscle Building,"1
Externally and internally rotate the shoulder to mobilise the joint on the specific movement.



",https://musclewiki.com/recovery/male/shoulders/shoulder-external-internal-rotation/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-shoulder-external-internal-rotation-standing-mobility-side.mp4#t=0.1
Shoulder External Rotation Deceleration,shoulders,unknown,Beginner,Muscle Building,"1
Lie on a bench facing down.
2
Bring your arm parallel to the ground and bent at the elbow, while holding a weighted ball.
3
Externally rotate your shoulder letting go of the ball.
4
Grab the ball before it falls to the ground.



",https://musclewiki.com/recovery/male/shoulders/shoulder-external-rotation-deceleration/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-shoulder-external-rotation-eccentrics-decceleration-prone-bench-weighted-ball-front.mp4#t=0.1
Shoulder Flexion Thoracic Extensions,"traps, shoulders",unknown,Novice,Muscle Building,"1
Place a tube roller or half tube on the ground parallel to your body.
2
Lie on the tube making sure your whole back and neck are supported.
3
Knees bent and on the ground, lower back flat on the tube and chin tucked in.
4
Bring your arms by you hips and pull shoulders back.
5
This is your starting position. Raise arms and drop them back towards the ground over your head



Traps Exercise, Trapezius Exercise",https://musclewiki.com/recovery/male/shoulders/shoulder-flexion-thoracic-extensions/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-thoracic-extensions-via-shoulder-flexion-foam-roller-side.mp4#t=0.1
Shoulder Flexion Wall Stretch,shoulders,unknown,Novice,Stretching,"1
Stand facing a wall.
2
Raise your arm above the head and place it on the wall, thumb facing back.
3
Slide the arm up and lean into the wall to increase the stretch.



",https://musclewiki.com/recovery/male/shoulders/shoulder-flexion-wall-stretch/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-shoulder-flexion-stretch-wall-standing-front.mp4#t=0.1
Shoulder Girdle Stability Circles,shoulders,unknown,Novice,Muscle Building,"1
Stand facing a wall. Pin a gym ball between your palm and the wall (elbow straight).
2
Push your arm into the ball without leaning into it.
3
While applying pressure, form the sign of the cross (up/down/left/right) and circles.



",https://musclewiki.com/recovery/male/shoulders/shoulder-girdle-stability-circles/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-shoulder-girdle-stability-circles-facing-gym-ball-side.mp4#t=0.1
Shoulders Stretch Variation Four,posterior-deltoid,unknown,Beginner,Stretching,"1
Stand with you feet shoulder width apart. Place one arm across the front of your chest at shoulder height, press the forearm of your other arm above the elbow, hooking the stretching arm with your hand.
2
Press the arm until it is straight and rotate your upper torso to engage the stretch even deeper.
3
Repeat with your other arm.



Posterior Deltoid Exercise, Fitness Stretch, Shoulder Exercise, beginner Stretches exercise, How to do Shoulders Stretch Variation Four, Shoulders Exercise, How To Do A Shoulders Stretch Variation Four",https://musclewiki.com/stretches/male/shoulders/shoulders-stretch-variation-four/,https://media.musclewiki.com/media/uploads/videos/branded/female-shoulders-stretch-variation-4-front.mp4#t=0.1
Shoulders Stretch Variation One,"lateral-deltoid, anterior-deltoid",unknown,Novice,Stretching,"1
Reach one arm behind your body, with your elbow pointing upward behind your head.
2
Assist the stretch with your other hand on your elbow to engage your shoulder.
3
Pause for a few seconds, then repeat the stretch with your other arm.



beginner Stretches exercise, Shoulder Exercise, Fitness Stretch, Anterior Deltoid Exercise, How To Do A Shoulders Stretch Variation One, How to do Shoulders Stretch Variation One, Lateral Deltoid Exercise, Shoulders Exercise",https://musclewiki.com/stretches/male/shoulders/shoulders-stretch-variation-one/,https://media.musclewiki.com/media/uploads/videos/branded/male-shoulders-stretch-variation-1-front.mp4#t=0.1
Shoulders Stretch Variation Three,anterior-deltoid,unknown,Novice,Stretching,"1
Place the top of your hand into the small of your back, your arm at a 90 degree angle.
2
Hold your elbow with the other arm, and slowly pull the arm forward until you feel your shoulder engaged in the stretch. Pause at the apex of the stretch and return to the starting position.
3
Return to starting position, and repeat with your other arm.



How To Do A Shoulders Stretch Variation Three, Anterior Deltoid Exercise, Fitness Stretch, Shoulder Exercise, beginner Stretches exercise, How to do Shoulders Stretch Variation Three, Shoulders Exercise",https://musclewiki.com/stretches/male/shoulders/shoulders-stretch-variation-three/,https://media.musclewiki.com/media/uploads/videos/branded/male-shoulders-stretch-variation-3-front.mp4#t=0.1
Shoulders Stretch Variation Two,"anterior-deltoid, posterior-deltoid",unknown,Beginner,Stretching,"1
Start with your arms at either side. Begin by pushing your shoulders forward and in towards your chest.
2
Continue the circular motion with your shoulders, pinching up towards your ears, and then extending your chest outwards while you finish the motion.
3
Repeat as necessary.



Posterior Deltoid Exercise, Anterior Deltoid Exercise, Fitness Stretch, Shoulder Exercise, beginner Stretches exercise, How To Do A Shoulders Stretch Variation Two, How to do Shoulders Stretch Variation Two, Shoulders Exercise",https://musclewiki.com/stretches/male/shoulders/shoulders-stretch-variation-two/,https://media.musclewiki.com/media/uploads/videos/branded/male-shoulders-stretch-variation-2-front.mp4#t=0.1
Side Lying External Rotator Cuff Stretch,shoulders,unknown,Novice,Stretching,"1
Lie on your side with the under arm outstretched in front of you.
2
Pull your shoulder back to stabilise the scapula.
3
Bend your elbow at 90° or more.
4
Use your top arm to press the palm of the under arm out.



",https://musclewiki.com/recovery/male/shoulders/side-lying-external-rotator-cuff-stretch/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-rotator-cuff-stretch-external-side-lying-side.mp4#t=0.1
Side Shoulder Girdle Stability Circles,shoulders,unknown,Novice,Muscle Building,"1
Stand sideways to a wall. Pin a gym ball between your palm and the wall (elbow straight).
2
Push your arm into the ball without leaning into it.
3
While applying pressure, form the sign of the cross (up/down/left/right) and circles.



",https://musclewiki.com/recovery/male/shoulders/side-shoulder-girdle-stability-circles/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-shoulder-girdle-stability-circles-side-gym-ball-side.mp4#t=0.1
Side Step On And Off Box,"quads, glutes",unknown,Beginner,Muscle Building,"1
Start by standing with your feet about hip-width apart. Your feet should be slightly pointed outward, and your shoulders should be down and relaxed.
2
Place a step or box beside you, and step up onto it with one foot. Then bring the other foot to the box.



Butt Exercise, Glutes Exercise, Leg Exercise, Quad Exercise, Glute Exercise, Quads Exercise",https://musclewiki.com/recovery/male/glutes/side-step-on-and-off-box/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-side-step-on-and-off-box-side.mp4#t=0.1
Single Leg Concentric Squat,"quads, glutes",bodyweight,Beginner,Muscle Building,"1
From the standing position lower your body into a squat.
2
Shift your weight onto one leg (the other is still in contact with the ground for balance).
3
Use the loaded leg to lift your body into standing position.



Butt Exercise, Glutes Exercise, Leg Exercise, Quad Exercise, Glute Exercise, Quads Exercise",https://musclewiki.com/recovery/male/glutes/squat-concentric-single-leg/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-squat-concentric-single-leg-side.mp4#t=0.1
Single Leg Eccentric Box Squat,"quads, glutes",bodyweight,Beginner,Muscle Building,"1
Stand in front of a bench or box. Lift one leg in front you supporting yourself on the other leg.
2
Try to sit on the box in a controlled manner. Use both legs to stand back up



Quad Exercise, Leg Exercise, Glutes Exercise, Glute Exercise, Butt Exercise, Quads Exercise",https://musclewiki.com/recovery/male/glutes/squat-unilateral-eccentric-box/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-squat-unilateral-eccentric-box-side.mp4#t=0.1
Skater Squat,"quads, glutes",bodyweight,Intermediate,Muscle Building,"1
From the standing position shift your weight onto the working leg and keep the other one suspended behind you
2
Tilt at the hips and lean over as you are bending the loaded knee
3
Bring your back knee close to the ground before standing back up.



Butt Exercise, Glutes Exercise, Leg Exercise, Quad Exercise, Glute Exercise, Quads Exercise",https://musclewiki.com/recovery/male/glutes/skater-squat/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-skater-squat-front.mp4#t=0.1
Soleus Stretch,"calves, soleus",unknown,Beginner,Stretching,"1
Stand close to a wall on a narrow, staggered stance (toes of the back leg should be at the same level as the heel of the front leg).
2
Keep your weight on the back leg as you bend your knees.
3
Hold the position for the prescribed duration.



Calves Exercise, Soleus Exercise, Leg Exercise, Calves",https://musclewiki.com/recovery/male/calves/soleus-stretch-static/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-soleus-stretch-static-front.mp4#t=0.1
Standing Forward Bend,hamstrings,unknown,Beginner,Stretching,"1
Stand with your feet hip-width apart.
2
Hinge forward at your hips, reaching your hands towards the ground.
3
Allow your head to hang heavy and feel a stretch in the back of your legs.
4
Hold for a few breaths and then slowly roll up to a standing position.



Uttanasana, beginner Yoga exercise, Yoga, Leg Exercise, Hamstring Exercise, How to do Standing Forward Bend, Standing Forward Bend, Hamstrings Exercise, Yoga Pose, Yoga Exercises, Yoga Fitness, How To Do A Standing Forward Bend",https://musclewiki.com/yoga/male/hamstrings/standing-forward-bend/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-standing-forward-bend-front.mp4#t=0.1
Standing Forward Bend Blocks,hamstrings,unknown,Beginner,Stretching,"1
Stand with your feet hip-width apart and place a block on the ground in front of you.
2
Hinge forward at your hips and place your hands on the block.
3
Allow your head to hang heavy and feel a stretch in the back of your legs.
4
Hold for a few breaths and then slowly roll up to a standing position.



How To Do A Standing Forward Bend Blocks, Uttanasana, beginner Yoga exercise, Yoga, Standing Forward Bend with Blocks, Leg Exercise, Hamstrings Exercise, Yoga Pose, Yoga Exercises, How to do Standing Forward Bend Blocks, Yoga Fitness, Hamstring Exercise",https://musclewiki.com/yoga/male/hamstrings/standing-forward-bend-blocks/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-standing-forward-bend-blocks-side.mp4#t=0.1
Standing Knee Raise Hold,rectus-femoris,unknown,Novice,Muscle Building,"1
Stand up straight and with a good posture.
2
Shift your weight onto the supporting leg while driving the other knee.
3
Your thigh should be parallel to the ground.



Rectus Femoris Exercise, Quad Exercise, Leg Exercise, Quads Exercise",https://musclewiki.com/recovery/male/rectus-femoris/knee-raise-standing-unilateral/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-knee-raise-standing-unilateral-side.mp4#t=0.1
Standing Mini-Band Hip Flexion,"quads, rectus-femoris",band,Beginner,Muscle Building,"1
Wrap a loop band around your feet.
2
Drive a knee upwards till your thigh is parallel to the ground.
3
Pause for a moment and then return to the starting position.
4
Try to maintain balance and a good posture when raising the knee.



Quads Exercise, Leg Exercise, Quad Exercise, Rectus Femoris Exercise",https://musclewiki.com/recovery/male/quads/hip-flexions-standing-resisted/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hip-flexions-standing-resisted-side.mp4#t=0.1
Standing Shoulder Abduction,shoulders,machine,Novice,Muscle Building,"1
Stand up straight holding a dowel. The stretching arms palm should face forward
2
Push the dowel to the side with the opposite arm.
3
This in turn will raise the stretching arm over the head.



",https://musclewiki.com/recovery/male/shoulders/standing-shoulder-abduction/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-shoulder-abduction-mobility-standing-dowel-front.mp4#t=0.1
Standing Shoulder Flexion Mobility,shoulders,unknown,Novice,Stretching,"1
From the standing position grab the dowel with one arm, thumb on top, in front of the centre of your body.
2
Grab the dowel with your other arm to the side and behind your body.
3
The arm that is back, guides the other in front of you and into the overhead position.



",https://musclewiki.com/recovery/male/shoulders/standing-shoulder-flexion-mobility/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-shoulder-flexion-mobility-standing-dowel-side.mp4#t=0.1
Stationary Bike,"quads, glutes",unknown,Novice,Muscle Building,"1
Hold the handles and maintain a neutral spine.
2
Pedal at a moderate pace and try to minimise rocking back and forth.



Quad Exercise, Leg Exercise, Glutes Exercise, Glute Exercise, Butt Exercise, Quads Exercise",https://musclewiki.com/cardio/male/glutes/stationary-bike/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-stationary-bike-front.mp4#t=0.1
Supine Twist Lying,obliques,unknown,Beginner,Stretching,"1
Lie down on your back with your arms stretched out to your sides.
2
Bend your right knee and bring it towards your chest.
3
Slowly twist your body to the left side, bringing your right knee across your body towards the ground on the left side.
4
Look towards your right hand and hold the pose for a few breaths before switching sides.



How to do Supine Twist Lying, beginner Yoga exercise, Yoga Exercises, Yoga Pose, Yoga Fitness, How To Do A Supine Twist Lying, Supine Twist, Supta Matsyendrasana, Ab Exercise, Obliques, Obliques Exercise, Yoga",https://musclewiki.com/yoga/male/obliques/supine-twist-lying/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-supine-twist-lying-front.mp4#t=0.1
Supported Matsyasana Pose,chest,unknown,Beginner,Stretching,"1
Sit on the floor with your legs stretched out in front of you.
2
Place a yoga block behind you, horizontally, at the base of your spine.
3
Slowly recline over the block, supporting yourself with your forearms, until your back is resting on the block.
4
Relax your arms at your sides, palms facing up, and breathe deeply.



beginner Yoga exercise, Yoga Fitness, Yoga, Matsyasana, Pec Exercise, How to do Supported Matsyasana Pose, Yoga Exercises, Yoga Pose, Pecs, Supported Matsyasana Pose, Chest Exercise, How To Do A Supported Matsyasana Pose",https://musclewiki.com/yoga/male/chest/supported-matsyasana-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-supported-matsyasana-pose-front.mp4#t=0.1
Table Top Pose Variation 1,forearms,unknown,Beginner,Stretching,"1
Start in a tabletop position on your hands and knees with your hands directly under your shoulders and your knees directly under your hips.
2
Turn your hands so that your fingers are pointing towards the sides of your mat and the tops of your hands are on the floor.
3
Keep your arms straight and your shoulders away from your ears.
4
Hold the pose for several breaths or as long as is comfortable.



beginner Yoga exercise, How To Do A Table Top Pose Variation 1, Yoga Exercises, Forearm Exercise, Yoga Pose, Yoga Fitness, How to do Table Top Pose Variation 1, Forearms Exercise, Table Top Pose, Yoga",https://musclewiki.com/yoga/male/forearms/table-top-pose-variation-1/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-Bharmanasana-Variation-1-front.mp4#t=0.1
Table Top Pose Variation 2,forearms,unknown,Beginner,Stretching,"1
Start in a tabletop position on your hands and knees with your hands directly under your shoulders and your knees directly under your hips.
2
Turn your hands so that your fingers are pointing towards your knees and the tops of your hands are on the floor.
3
Keep your arms straight and your shoulders away from your ears.
4
Hold the pose for several breaths or as long as is comfortable.



beginner Yoga exercise, How to do Table Top Pose Variation 2, Yoga, How To Do A Table Top Pose Variation 2, Yoga Pose, Yoga Exercises, Forearms Exercise, Forearm Exercise, Yoga Fitness",https://musclewiki.com/yoga/male/forearms/table-top-pose-variation-2/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-Bharmanasana-Variation-2-front.mp4#t=0.1
Table Top Pose Variation 3,forearms,unknown,Beginner,Stretching,"1
Come onto your hands and knees on the mat with your wrists directly under your shoulders and your knees under your hips.
2
Turn your palms down and spread your fingers wide, with your fingertips pointing towards your knees.
3
Press into your palms and extend your arms fully to lift your shoulders away from your ears.
4
Hold the pose for a few breaths, and then release by slowly lowering your hands to the mat and coming back to a neutral tabletop position.



beginner Yoga exercise, Yoga Exercises, Forearm Exercise, How to do Table Top Pose Variation 3, How To Do A Table Top Pose Variation 3, Yoga Fitness, Bharmanasana, Yoga Pose, Forearms Exercise, Table Top Pose, Yoga",https://musclewiki.com/yoga/male/forearms/table-top-pose-variation-3/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-Bharmanasana-Variation-3-front.mp4#t=0.1
Thoracic Extensions Foam Roller,traps,unknown,Novice,Muscle Building,"1
Place a foam roller on the floor perpendicular to your body.
2
Sit and lie back onto it aiming for your mid back to be in contact with the roller.
3
Gently tilt your hips backward, squeeze glutes and engage core to protect the lower back.
4
Support head on palms, elbows rotated in. Slightly lift hips off the ground.



Traps Exercise, Trapezius Exercise",https://musclewiki.com/recovery/male/scapula/thoracic-extensions-foam-roller/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-thoracic-extensions-foam-roller-side.mp4#t=0.1
Thoracic Flexion And Extensions,"traps, shoulders",unknown,Novice,Muscle Building,"1
Bring yourself on all 4's. Push the ground away from you, rounding back and shoulders as much as possible.
2
To enhance the spine flexion suck the belly button in and tuck the tailbone (coccyx) under. Hold this position for a brief moment
3
Now do the exact opposite, try to bend the spine backwards. Go back and forth on these positions



Traps Exercise, Trapezius Exercise",https://musclewiki.com/recovery/male/shoulders/thoracic-flexion-and-extensions/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-thoracic-flexion-and-extensions-mobility-side.mp4#t=0.1
Thread The Needle Hip Over Knees,traps,unknown,Intermediate,Stretching,"1
Start on your hands and knees in a tabletop position.
2
Slide your right knee up between your hands and place your right foot close to your left wrist.
3
Take your left leg back and lower it down to the ground, keeping your toes tucked.
4
Twist your torso to the right and reach your right arm underneath your left arm, threading the needle. Hold for a few breaths, then switch sides.



Thread The Needle, Thread The Needle Hip Over Knee, Trapezius Exercise, Yoga, Traps Exercise, Yoga Pose, intermediate Yoga exercise, Yoga Exercises, How to do Thread The Needle Hip Over Knees, Parsva Balasana, How To Do A Thread The Needle Hip Over Knees, Yoga Fitness",https://musclewiki.com/yoga/male/traps/thread-the-needle-hip-over-knees/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-thread-the-needle-hip-over-knees-front.mp4#t=0.1
Toe Tap,"abdominals, lower-abdominals",unknown,Novice,Muscle Building,"1
Stand in front of a low box.
2
Bring one foot to the edge of the box and alternate as quickly as possible.
3
Only lightly tap your feet to the box.



How To Do A Toe Tap, How to do Toe Tap, Abs, Abdominals Exercise, Abdominal Exercise, Abs Exercise",https://musclewiki.com/cardio/male/abdominals/toe-tap/,https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-toe-tap-side.mp4#t=0.1
Towel Knee Extension,quads,unknown,Beginner,Muscle Building,"1
Sit on the floor and use your palms to lean back into.
2
Place a rolled towel under your knee so it is slightly bent.
3
Try to squeeze the towel between the back of your knee and the ground by extending the leg.



Quads Exercise, Leg Exercise, Quad Exercise",https://musclewiki.com/recovery/male/quads/knee-extension-seated-active-floor-towel/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-knee-extension-seated-active-floor-towel-front.mp4#t=0.1
Towel Knee Extension Hold,quads,unknown,Beginner,Muscle Building,"1
Sit on the floor and use your palms to lean back into.
2
Place a rolled towel under your knee so it is slightly bent.
3
Try to squeeze the towel between the back of your knee and the ground by extending the leg.



Quads Exercise, Leg Exercise, Quad Exercise",https://musclewiki.com/recovery/male/quads/knee-extension-seated-isometric-floor-towel/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-knee-extension-seated-isometric-floor-towel-front.mp4#t=0.1
Traps Stretch Variation One,traps,unknown,Novice,Stretching,"1
Stand upright with your feet shoulder width apart.
2
Place your left hand on your head and gently pull your head down towards your left shoulder. Then return to centre point.
3
Repeat, using your right hand pulling towards your right shoulder.



beginner Stretches exercise, Fitness Stretch, Trapezius Exercise, Traps Exercise, How To Do A Traps Stretch Variation One, How to do Traps Stretch Variation One",https://musclewiki.com/stretches/male/traps/traps-stretch-variation-one/,https://media.musclewiki.com/media/uploads/videos/branded/male-traps-stretch-variation-1-front.mp4#t=0.1
Traps Stretch Variation Three,traps,unknown,Novice,Stretching,"1
Stand upright with your feet shoulder width apart.
2
Nod your head forward, bringing your chin to your chest.
3
You will feel the stretch across your neck.



beginner Stretches exercise, How To Do A Traps Stretch Variation Three, Fitness Stretch, Trapezius Exercise, Traps Exercise, How to do Traps Stretch Variation Three",https://musclewiki.com/stretches/male/traps/traps-stretch-variation-three/,https://media.musclewiki.com/media/uploads/videos/branded/male-traps-stretch-variation-3-front.mp4#t=0.1
Traps Stretch Variation Two,traps,unknown,Novice,Stretching,"1
Stand upright with your feet shoulder width apart.
2
Keeping your chest facing forward, turn your head 90 degrees to the left. Then return to centre point.
3
Repeat, turning your head in the other direction.



How To Do A Traps Stretch Variation Two, Fitness Stretch, Trapezius Exercise, beginner Stretches exercise, How to do Traps Stretch Variation Two, Traps Exercise",https://musclewiki.com/stretches/male/traps/traps-stretch-variation-two/,https://media.musclewiki.com/media/uploads/videos/branded/male-traps-stretch-variation-2-front.mp4#t=0.1
Treadmill Backwards Walk,quads,unknown,Beginner,Cardio,"1
Face the opposite direction on the treadmill.
2
Hold on to the arms to find your balance.
3
Walk backwards pushing your toes through the front of your shoes.



Quads Exercise, Leg Exercise, Quad Exercise",https://musclewiki.com/cardio/male/quads/treadmill-backwards-walk/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-treadmill-backwards-walk-side.mp4#t=0.1
Treadmill Jog,"quads, hamstrings, glutes, calves",unknown,Novice,Muscle Building,"1
Get the treadmill up to a comfortable speed where you are doing a light jog.



",https://musclewiki.com/cardio/male/calves/treadmill-jog/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-treadmill-jog-front.mp4#t=0.1
Treadmill Side Shuffle,"glutes, gluteus-medius",unknown,Beginner,Muscle Building,"1
Face sideways on the treadmill.
2
Take a quarter squat position with a wide stance.
3
Shuffle sideways for a specified amount of time, then switch sides.



Glutes Exercise, Butt Exercise, Gluteus Medius Exercise, Glute Exercise",https://musclewiki.com/cardio/male/glutes/treadmill-side-shuffle/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-treadmill-side-shuffle-side.mp4#t=0.1
Treadmill Sprint,"quads, hamstrings, glutes, calves",unknown,Beginner,Muscle Building,"1
Get the treadmill up to a speed where you are doing a sprint.



",https://musclewiki.com/cardio/male/calves/treadmill-sprint/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-treadmill-sprint-front.mp4#t=0.1
Treadmill Walk,"quads, hamstrings, glutes, calves",unknown,Novice,Cardio,"1
Get the treadmill up to a comfortable speed where you are doing a walk.



",https://musclewiki.com/cardio/male/calves/treadmill-walk/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-treadmill-walk-side.mp4#t=0.1
Tree Pose,chest,unknown,Novice,Stretching,"1
Start in mountain pose, standing with your feet hip-width apart and arms at your sides.
2
Shift your weight onto your left foot and bend your right knee, bringing the sole of your right foot to the inside of your left thigh.
3
Bring your hands together in front of your heart, or raise them overhead.
4
Hold the pose for a few breaths, then release and repeat on the other side.



Vrikshasana, beginner Yoga exercise, Yoga, How to do Tree Pose, Pec Exercise, Yoga Pose, Yoga Exercises, Pecs, Chest Exercise, Tree Pose, How To Do A Tree Pose, Yoga Fitness",https://musclewiki.com/yoga/male/chest/tree-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-tree-pose-front.mp4#t=0.1
Triceps Stretch Variation One,triceps,unknown,Novice,Stretching,"1
Raise your left arm above your head, and bend at the elbow so your hand is resting at the top of your back.
2
Use the opposite hand to gently apply pressure to the elbow.
3
Hold the stretch for a few seconds then repeat with the other arm.



beginner Stretches exercise, Fitness Stretch, How to do Triceps Stretch Variation One, Arm Exercise, How To Do A Triceps Stretch Variation One, Triceps Exercise, Tricep Exercise",https://musclewiki.com/stretches/male/triceps/triceps-stretch-variation-one/,https://media.musclewiki.com/media/uploads/videos/branded/male-triceps-stretch-variation-1-front.mp4#t=0.1
Triceps Stretch Variation Three,triceps,unknown,Novice,Stretching,"1
Bend your left arm so your hand is at your shoulder, and hold your elbow with the opposite hand.
2
Gently push on your elbow so it is raised by your head.
3
Hold the stretch for a few seconds then repeat with the other arm.



beginner Stretches exercise, Fitness Stretch, How to do Triceps Stretch Variation Three, Arm Exercise, Triceps Exercise, How To Do A Triceps Stretch Variation Three, Tricep Exercise",https://musclewiki.com/stretches/male/triceps/triceps-stretch-variation-three/,https://media.musclewiki.com/media/uploads/videos/branded/male-triceps-stretch-variation-3-front.mp4#t=0.1
